"Logo","Name","Sector","Year Founded","Label Date","Website","Summary","Founders","Email","Phone"
"undefined","NeuroData","Business Software and services","2020","12/2020","","NeuroData develops solutions based on artificial intelligence in several industries: banking, insurance, fintech, e-commerce, e-learning, pharmaceutical and logistics.","Yassine Hamdaoui","n.a.","n.a."
"undefined","Shadoc","Security","2020","03/2020","","Sirat Edition is a spin-off of the company SIRAT which offers an online solution for companies and individuals to sign documents electronically, store them, share them easily and secure the operations by block-chain","Amal TorkhaniAmal SelamiZakaria Karim Makni","n.a.","n.a."
"undefined","groupado","Communication services","2020","12/2020","","Groupado is a platform that helps content creators from all over the world to meet through online and offline experiences.","Mohamed Adnane TekayaSelim TekayaMohamed Ghazouani","n.a.","n.a."
"undefined","medtrip","HealthTech","2020","05/2021","","Medtrip is a medical tourism facilitation platform dedicated to patients from all over the African continent wishing to receive medical care in Tunisia.","Achraf MsakniSabra Gargouri","n.a.","n.a."
"undefined","Paymee","Fintech","2018","05/2019","","Developing mobile payment solutions and online payment gateways.","Marwen Amamou","n.a.","n.a."
"undefined","TRUE DELTA","Fintech","2022","02/2022","","True Delta provides operational trading and investment management teams fast, automated and dynamic software for reconciling, traded position data, with confirmed positions on the market.","Henda Regaya","n.a.","n.a."
"undefined","Tap4glam","Commerce and shopping","2018","01/2020","","Tap4glam is the first platform for booking beauty services on demand in Tunisia online or mobile. The uber of Tunisian beauty.","Maya Touati","n.a.","n.a."
"undefined","Youth Hub","EdTech","2019","03/2020","","Youth Hub is an Entrepreneurship and Design Hub for children aged between 6 and 18.","Achref MattarSalsabil Thabti","achref@youthhub.community","21814785"
"undefined","Qartaj","Commerce and shopping","2015","11/2020","","Qartaj is a digital marketing Startup an online E-commerce marketplace connecting producers / craftsman in Tunisia and helping them to sell their products worldwide.","Moncef Ben RajebYahyaoui Faouzi","n.a.","n.a."
"undefined","Shwoppy","Commerce and shopping","2014","01/2022","","Shwoppy est une plateforme qui, à travers ses solutions technologiques et logistiques, prend en charge la totalité des opérations nécessaires qui permettront à ses clients de vendre facilement et sans effort leurs biens d'occasion quelque soit leurs types (vêtements, objets du quotidien, mobilier, etc …). ​","Ikram AlouiKarim AlouiYussr Chaouach","n.a.","n.a."
"undefined","SWIVER","Business Software and services","2018","06/2019","","Swiver is an ERP in SAS mode designed for small and medium-sized businesses to digitalize their financial management processes.","Azzam SouelmiaACHRAF NOOMAN","n.a.","n.a."
"undefined","JuniorsCV","EdTech","2021","08/2021","","JuniorsCV is a professional network for students and young graduates to help them enter the job market.","Samy JaidèneMayassa Fehaiem","n.a.","n.a."
"undefined","El Food Lab","FoodTech & New Food","2020","12/2020","","El Food Lab is an online platform offering an editorial line on culinary anthropology in Tunisia and a revisited cooking service with dishes that are delivered on demand.","Nesrine ChemkhiMohamed Guinoubi","n.a.","n.a."
"undefined","Vivia Clinical Network","HealthTech","2022","10/2022","","Vivia Clinical Network (VCN) is an innovative startup specialized in intelligent and disruptive software solutions that address the challenges pharma companies face with operational products and services. In fact, the phenomenal increase of digitized medical data coupled with the advancement of Artificial Intelligence (AI) are great opportunities for all healthcare players.","Wissal FarjallahLotfi Ben RomdhaneLotfi AmmarSouad Dziri","n.a.","n.a."
"undefined","iCan-C","HealthTech","2021","03/2021","","iCan-C is a smart cane that detects possible obstacles around a visually impaired person and translates them into information that can be understood by the visually impaired or blind person.","Ali AjiliYosr JazzarFatnassi Hilmi","n.a.","n.a."
"undefined","Fouita","Business Software and services","2020","12/2020","","Fouita simplifies the creation and improvement of websites through direct access to a library of plug and play components, organized by theme and by field of activity.","Abdelhay Najjar","n.a.","n.a."
"undefined","Universa Blockchain","Fintech","2019","08/2019","","Universa is a new generation of blockchain as a cooperative registry of state changes, performed by licensed and trusted nodes, and is capable of handling thousands or tens of thousands of transactions per second (± 20,000TPS).","Omar BouattayAlexandre Borodich","n.a.","n.a."
"undefined","HYDROPEN TECHNOLOGIE","Agritech","2020","07/2021","","HYDROPEN TECHNOLOGY produces and installs energy self-sufficient bioclimatic greenhouses with innovative materials for above ground agriculture.","Tawfik Ben HamadiZied BoukhrisMourad Chaabane","n.a.","n.a."
"undefined","TransIN / SmartIN","Business Software and services","2018","08/2019","","SmartIN is an AssurTech that offers innovative solutions for the enrichment and improvement of services in the insurance sector.","Wahid Mnasri","n.a.","n.a."
"undefined","Nqollek Haja","Commerce and shopping","2022","02/2022","","The Marketplace for Artists & Artisans
 | Training, events and logistical support for Artists and Artisans in Tunisia.","Yasmine Ansari","nqollek.haja@gmail.com","93121308"
"undefined","Vsober","HealthTech","2018","09/2019","","Vsober is a virtual reality distraction application that reduces children's pain during medical procedures.","Syrine BoudrigaMohamed Ala eddine Ben Trad","n.a.","n.a."
"undefined","AZÄ","Commerce and shopping","2019","12/2019","","The cooperative of craftswomen ""Mergoum"" launches its brand: AZÄ (Free Man in Berber language). AZÄ is the fruit of a long process which finally led to a cooperative company of international law. Natural products, a spirit of quality and fair trade are the main foundations of our company.","Oussama Gmati","n.a.","n.a."
"undefined","STRIKE MOTOTRS","Mobility","2019","01/2020","","STRIKE MOTORS develops and produces innovative three-wheeled electric and gasoline vehicles with an ergonomic, customizable and multi-use design.","Mohamed Ben Mahmoud","n.a.","n.a."
"undefined","Agritable","Commerce and shopping","2019","07/2021","","Agritable is a fair trade company that sells online products directly from the producer to the consumer.","Hajer SialaSophiene Jebabli","n.a.","n.a."
"undefined","FeedIn Green","Agritech","2022","01/2023","","Feed In Green builds smart, scalable and automated vertical farming solutions for a sustainable future.","Amal Khémira","n.a.","n.a."
"undefined","Kyto-Prod","HealthTech","2019","01/2020","","Kyto-Prod is an innovative industrial project in Biotech that aims at extracting chitosan from skulls and other crustaceans for the production of cosmetic, para-pharmaceutical and environmental products based on chitosan, which is a natural biopolymer obtained after a transformation of the chitin present in the shells of crustaceans.","Olfa Kilani Feki","n.a.","n.a."
"undefined","Lamma","Mobility","2020","06/2020","","Lamma is the mobility aggregator and on-demand multiservice platform and digital payment technology.","Reda MansouriAymen KoussiYassir el Ismaili Idrissi","aymen@appetito.com","51075601"
"undefined","Ghazela Technology","Business Software and services","2020","07/2021","","Ghazela Technology is a platform that helps IT professionals improve their skills and advance their careers in Cloud, DevOps, Java, Big Data, Agile.","Anis Hachani","n.a.","n.a."
"undefined","KYUFI","Consumer products and services","2013","03/2020","","KYUFI's activity consists in the manufacturing of a 100% natural and 100% authentic soluble tea from a totally innovative production process.","Tarek TALBI","n.a.","n.a."
"undefined","CYNOIA","Business Software and services","2019","01/2020","","CYNOIA is a CPaaS platform that provides a set of tools for SMEs to improve internal and external communication.","Skander EssidAyoub RabehNassreddine Riahi","n.a.","n.a."
"undefined","MajestEYE","Business Software and services","2017","06/2019","","MajestEYE is a data analytics company whose mission is to enable its customers to successfully transition to a data-driven business and operational model.","Jihed HannachiRabie Saidi","n.a.","n.a."
"undefined","Slidzo","Business Software and services","2022","08/2022","","Slidzo is a Startup that offers an online presentation editing platform with unique features like 3D presentations and AI-generated slides.
 With Slidzo, you can easily create your decks, collaborate with your teams on your slides, add comments, broadcast live presentations, manage your work and your workspaces.
 We also offer unique 3D presentations that you can easily edit without leaving your classic 2D slide editor.
 These 3D presentations are perfect for educational purposes or any event that needs to grab the attention of the audience.
 Our mission is to make impressive presentations the new norm.","Fedi Ben Nejma","contact@slidzo.com","+216 55 357 225"
"undefined","Lave'rit","Consumer products and services","2021","08/2021","","Lave'rit is the new generation of eco-friendly laundry and cleaning services offering home delivery via a mobile application and a smart locker application installed within residences, with the least effort and cost.","Hedi HriguaOussama Hlaoui","n.a.","n.a."
